en,om
Pakistani villagers find 13 bodies with bullet wounds in the Federally Administered Tribal Areas near Afghanistan as security forces step up an offensive.,"Jiraattonni ganda baadiyyaa Paakistaan dhiyeenya Afgaanistaanitti kan argamtu, naannawaa uummata gosaa kan federaalaan bultutti reeffa 13 kan madaa rasaasaa qabu oggaa humnoonni nageenyaa humnaan dhiiban arganiiru."
"Inferior quality salt with low content of iodine produced traditionally in the Afar Regional State is flooding the local market, it was learnt.",Soogiddi qulqullina gada aanaa qabu kan qabiyyee ayoodinii xiqqaa gabu karaa aadaan Mootummaa Naannoo Affaar keessatti gabaa naannoo guutaa akka jiru barame.
Every square inch of the United States is forecasted to have hotter-than-normal temperatures for the first time in recorded history.,Tokkoon tokkon bal'inni gogaa yunaytid Isteetis safara ho'aa caalaa seenaa keessatti yeroo jalqabaatif akka galmeesisu tilmamame.
President Sahle-Work Zewde has been selected as one of the World’s Most Powerful Women of 2019 by Forbes.,Pirasdaant Saahile-Warq Zawudee Forbisiin bara 2019 keessa Dubartoota Baayyee Cimoo Addunyaa bara 2019 tahun filataman.
"According to EBC, more than 22 Ethiopian experts are taking part in the anti-doping tests.","Akka EBD'tti, ogeessotni Itoophiyaa 22 ol ta'an qorannoo farra qoricha nama jabeessuu irratti hirmaataa jiru."
A new infection of the Zika virus spreads to the Philippines.,Infeekshiniin Vaayirasii Ziikaa gosaan haaraa ta'e gara Filippiinsitti babal'ate.
"The Solar Impulse, a solar plane, lands in Morocco, completing the world's first intercontinental flight powered by the Sun.",Xiyaarri humna aduu irra elektirikii maddisiisu fi xiyyaarri aduu balaliisa ardiilessa isa jalqabaa xumuruun boodaa Morookoo keessatti qubatee jira.
Canada's Chief of the Defence Staff General Jonathan Vance announces that some of its military personnel in Iraq will be moved to neighboring Kuwait over safety reasons.,Ajajaan waliigalaa humna waraanaa Kaanaadaa Jeneraal Joonaattaan Vaansee sababa sodaa nageenyaan loltoonni isaa Iraaq keessaa tokko tokko gara biyya ollaa Kuweet akka deeman beeksise.
"Light rainfall less than 30mm is expected over parts of northern and southern Somalia, western Kenya, parts of western Rwanda, much of Uganda, eastern South Sudan, southern Sudan, and eastern Ethiopia.","Rooba salphaan 30mm gadi ta'e kutaalee kaabaa fi kibba Somaaliyaa, dhiha Keeniyaa, kutaalee dhiha Ruwaandaa, kutaalee Yugaandaa gara caalu, baha Sudaan Kibbaa, kibba Sudaan fi baha Itoophiyaatti ni eegama."
The Ministry of Trade has disclosed that it has planned to gain about 1.2 billion birr from the export of oilseeds and pulses this year.,Ministeerri Daldalaa bara kanatti midhaan zaayitaa fi boloqqee alatti erguu irraa qarshii biliyoona 1.2 argachuuf akka karoorse ifoomse.
Ashenda is a unique religious and traditional festival celebrated every year in Tigray and Amhara Regional States between 16 to 21 August.,Ashendaan ayyaana addaa amantii fi aadaaa waggaa waggaan Mootummoota Naannoo Tigiraayii fi Amaaraa keessatti Hagayya 16 fi 21 gidduutti kabajamudha.
Cuba starts releasing political prisoners as part of an historic agreement with the United States announced last month.,Kiyuubaan akka waliigaltee seena qabeessa Yunaayitid Iseetis wajjin godhame kan ji'a darbe beeksisametti hidhamtoota siyaasaa hiikuu eegakte.
"The addition of Habesha Petroleum, JR-Petroleum Plc, Kernel Oil Trading Plc and Kalub Oil Ethiopia, pushed the total number of oil retail companies in the country to 22.","Ida'amni Peetirooliyeemii Habashaa, Petirooliyeemii-JR IKM, Dhaabbata dhuunfaa daldala boba'aa Kernel fi Boba'aa Kaalub Itoophiyaa lakkoofsa walii galaa dhaabbilee raabsaa boba'aa biyyaatti gara 22 buteera."
A Tunisian protester who set himself alight in unrest that sparked further protests across the country dies of his injuries.,Mormaan lammii Tuuniziyaa kan jeequmsa biyyattii guutummaa keessatti babal'ate irratti ibidda ofitti qabsiise miidhama isa irra gaheen lubbuun isaa dabarte.
"A major holiday celebration and military parade is held in Washington, D.C., United States, by President Donald Trump to commemorate the Fourth of July/Independence Day.","Pirezidantii Donaald Tiraampiidhaan Adoolessa Afur/guyyaa walabummaa yaadachuf yuunaytid isteet, waashingitan diisiitti kabajni guyyaa ayyaanaa fi agarsiisni waraana ta'eera"
"The loan agreements in question are signed recently with the Chinese Export-Import (EXIM) Bank, which agreed to avail an aggregate outlay of USD 332.7 million for a highway road construction and power transmission projects envisaged to relieve the traffic congestions as well the fluctuating electric power supply in parts of Addis Ababa.","Waliigalteen liqaa gaaffii keessa jiru dhiyeenya Baankii Eksipoort- Impoort (EXIM) Chaayinaa wajjin kan mallatteeffame, kan hamma maallaqaa waliigalaa miliyoona USD 332.7 ijaarsa daansii saffisaa fi pirojektoota daddabarsa humna ibsaa kan walitti heddumachuu tiraafikaa akkasumas ciccituu dhiyeessii humna ibsaa kutaalee Addis Ababaa keessaa furuuf yaadame dhiyeessuuf."
"Many Oromo activists are being held at the Qilinto facility, according to pro-opposition media.",Sirni Itoopiyaa federaalizimii sabummaa yeroo hunda namoota siyaasaa gara yaada duriitti deebi'uu dhiyeessaniin balaa irra buhuuf deema.
"Wells Fargo of the United States becomes the world's largest bank by market capitalisation, replacing the Industrial and Commercial Bank of China amid an economic slowdown in China.","Weels Fargoon Yuunaayitid Isteetis, gadi bu'uu diinagdee Chaayinaa keessaa hordofuun Baankii Industirii fi Daldalaa Chaayinaa bakka bu'uun, gabaaf kaappitaala dhiyeessuudhan baankii guddicha addunyaa ta'e."
A spokesman for the Chipotle Mexican Grill restaurant chain reveals that hackers stole customer payment data from most of their stores over a span of three weeks starting from the end of March.,Dubbi himaan mana nyaataa Meeksiikoo chipootil Giriil akka ifoomsetti Haakeroonni dhuma ji'a bitootessaa irraa eegalee torban sadiif kuusaalee isaanii hedduu irraa seenaan kaffaltii mallaqa maamiltoota isaanii akka jala hatame ibse.
"CAF announced that three countries – Ethiopia, Equatorial Guinea and Morocco – have requested to replace Kenya as host countries.","CAF biyyoonni sadii - Itoophiyaa, Ekuwaatoriyaal Giinii fi Moorookoon - keeniyaa akka biyya qopheesitootti bakka bu'uuf gaafachuu isaani beeksise."
"Advertiser accuses Facebook of fraud after discovering that 80% of the clicks they're paying for are from bots, and not actual potential customers.",Beeksifataan erga cuqaasni inni kanfaluuf 80% boots irraa tahuu fi maammiloota dhugaa kan ta'uu malan irraa akka hin taane erga hubatee booda hannaan Feesbuukiin himate.
"A second case of Legionnaires' Disease in less than a week is confirmed in Australia, leading to fears of a possible outbreak of the rare disease.","Namni Dhukkuba Leiyooneeriin qabame lammaffaan yeroo torban tokko hin geenye keessatti Awustiraaliyaa keessatti gabaasamuun, weerarri dhibee yeroo baayyee hin argamne mudachuu akka malu sodaa uume."
"Former Zimbabwe finance minister Ignatius Chombo, who was arrested during Operation Restore Legacy, is charged in Harare Magistrate’s Court with three counts of fraud, abuse of power, and corruption.","Ministeerri Galiiwwanii Zimbaabuwee duraanii Iginaatiyoos Choomboo yeroo duula Duudha deebisu keessa kan To'atamanii turan yakkoota sadeen, burjaajessu,aangoo seeraan ala fayyadamuu fi malaammaltummaadhaan Hararee mana murtii Magistraatesitti himataman."
"“I’m very happy to set a world indoor record. I have been training really hard and I set myself a target to break the world indoor record,” Gudaf Tsegay told the World Athletics website.","""ikoordii dorgommii mana keessa adunyaa fudhachuukoof hedduun gammadee jira. Ciminaan shaakalaan ture fi ofiikoo rikoordii dorgomii mana keessa adunyaa cabsuuf of qopheessan ture,"" jechuun Gudaaf Teggay toora marsariitii Atileetiksii Adunyaatti himteetti."
"The PM told the house that the federal government has also identified the ringleaders, and vowed to bring them to justice.",MM'chaa mootummaan federaakaa qindeessitoota yakkichaa adda baasuu isaa fi seeratii akka isaaan dhiyeessu mana marichaatti hime.
Sky Sports presenter Richard Keys resigns following his comments about female referee Sian Massey.,Dhiyeessaan Iskaayi Ispoortii Richaard Kiis yaada isaa waa'ee taphachiistuu (referee) Siyaan Maasey kenne hordofuun hojii gadi dhiise.
"As the trapeze artist swung from a hanging horizontal bar, the crowd gasped, held their breath as she flew up into the air and collectively exhaled once she landed safely on the ground.","Akkuma artistiin tiraapizii sibiila dalga rarra'e irra asii fi achi socho'u, hordoftoonni hafuura qabachuun, akkuma isheen qilleensa irra balaliituun hafuura isaanii qabachuun erga isheen nagaan lafa qubattee walduukaa hafuura baafatan."
The World Meteorological Organisation reports that the ozone layer is damaged to its worst extent ever in the Arctic.,Dhaabbanni Meetiroolojii Addunyaa baqqaanni oozonii Arkiitik keessatti gara sadarkaa isa hamaa haga ammaatti akka miidhame gabaase.
"The Oxford English Dictionary confirms that it will change the definition of the word ""marriage"" to include the LGBT community.","Galmeen Jechoota Ingiliffaa Oksifoord hawaasa LGBT itti dabaluuf hiika jecha ""gaa'ila"" jedhuu akka jijjiiru mirkaneesse."
A mass funeral is held near the southern Italian town of Pozzuoli for the 38 victims of Sunday's bus crash.,Magaalaa kibba Xaaliyaanii Poozuulii keessatti namoota 38 kufuu baasii Dilbataan walqabatee du'aniif sirni awwaalcha jumlaa godhame.
Google is being sued over alleged inequality in the pay of male and female employees.,Guugiliin himannaa walcaalmaa kanfaltii hojjetoota dhalaa fi dhiiraa gidduu jiruuf himatame.
Several major internet companies and activist groups post messages defending net neutrality.,Dhaabbileen toora marsariitii hedduu fi gurmuun xinxaltootaa hinbaabsawummaa walii galaa deeggaruun ergaawwan ni dhoobu.
"Ninety-four people die, and 45 others are hospitalized, after drinking moonshine in Mumbai (Bombay), India.","Mumbaayi (Bombay), Hindii keessatti erga muunshine dhuganii booda namoonni sagaltamii afur du'anii, 45 kan biroon ammoo hospitaala seenan."
Two hundred thousand people flee the Sri Lankan capital Colombo as floods caused by several days of heavy rain worsen.,Akkuma lolaan rooba ulfaataa guyyoota muraasaan dhufe hammaateen namoonni kuma dhibba lama ta'an magaalaa guddoo Siri Laankaa Koloomboo gadhiisanii baqatan.
"To date some 1,785,132 sample tests have been conducted, 109,846 COVID-19 patients recovered and 231 patients are currently in severe condition.","Hanga ammaatti naamunaan qorannoo 1,785,132 godhameera, dhukkabsattoonni COVID-19 109,876 dhibee isaanii irraa foyya'aniiru akkasumas dhukkubsattoonni 231 haala yaaddessaa keessa jiru."
He died a week after he (through his daughter-in-law) received an honorary Doctoral Degree from Unity University – a recognition that is believed to be too little too late by many.,Digirii Doktireetii kabajaa Yunivarsitii Yunitii irraa fudhatee(karaa sayyuu isaa) torbee booda lubbuunn darbbe - beekamtii namoota hedduudhan xiqqoo haalaan barfate jedhamee amaname.
"This concert focused on having a mini festival in introducing the best album, best singles and also best DJs in the country.","Konsertiin kun festivaala xiqqaa biyyattii keessatti albemii baayyee gaarii tahe, qeenxeewwan bareedoo fi DJ wwan baayyee gaarii tahan beeksisu qabaachuu irratti xiyyeeffate."
The tournament also doubles as the African qualifiers to the 2019 Women FIFA World cup.,Dorgommiin taphichaa akkuma dorgomtoota Afrikaa Geeba Addunyaa Dubartootaa FIFA 2019'f darbanii ni dabalama.
"A suspected U.S. drone fired missiles at a house in northwestern Pakistan in Khushali, a village near Mir Ali, killing four people.","Diroonin kan Ameerika ta'uun ishee shakkame misaayela mana jireenyaa kaabaa-dhiha Paakistan kan dhiyeenya Miir Alii taate kushaaliitti argamu irratti dhukeestetti, namoonni afuris du'aniiru."
"The United States, Canada, and the United Kingdom impose sanctions against Belarus for last month's diverting of Ryanair Flight 4978, which led to the arrest of journalist Roman Protasevich.","Yunaayitid Isteetis, Kanaadaa, fi Yunaayitid Kiingidem karaa irraa jal'isuu Balalii Riyaanee'ir 4978 kan hidhamuu gaazexeessaa Roomaan Pirootaasevichiitti geesse hordofuun Belaarus irra qoqqobbii kaa'an."
The sport betting company agreed to pay six million birr for this season.,Dhaabbatni tilmaama tapha Ispoortii kun marsaa kanaaf miliyoona jaha kaffaluuf waliigaleera.
"Ireland upgrades its relations with Palestine to a diplomatic mission, short of recognition, though the Palestinian representative is now officially an ambassador.","Yoodhuma bakka bu'aa Filisxeem ifaan ambasaadara godhameyyuu, Aayirlaand hariiroo ishee Filisxeem waliiinii gara ergama dippiloomaasii, kan beekamtii gahaa hin argatinitti olguddiste."
"Speaking to ENA, Commercial Bank of Ethiopia CEO, Abie Sano said the visit of 1 million Ethiopian Diaspora is a good news to the bank and the bank is making preparations to further develop packages and refresh services.","ENA'tti dubbachuun, Hojii-gaggeessaa Olaanaan Baankii Daldala Itoophiyaa, Abii Saanoon daawwannaan Diyaaspooraa Itoophiyaa miliyoona 1 baankichaaf oduu gaarii fi baankichis tajaajiloota kuufamaa fi haaromsaa dabalataan dhiyeessuuf qophii irraa jira jedhaniiru."
Thousands of supporters of former Thai Prime Minister Thaksin Shinawatra gather outside the home of a royal adviser accused of involvement in the 2006 coup that ousted the Prime Minister.,Deeggartootni muummicha ministeeraa duraanii Taay Taaksiin Shinaawaatiraa mana gorsaa mootummaa mormii 2006 ministeera muummichaa teessoo gad lakkisiise irratti hirmaachuun himatamee duratti walitti qabaman.
Apple Inc. and Google remove TikTok from their app stores in India after a high court in Madras ruled the app could expose children to sexual content and cyberbullying.,Aappil Inc. fi Guugil erga manni murtii olaanaa Maadras keessaa aappiin Tiktok ijoollee qabiyyee saal-quunnamtii fi arrabsoo karaa interneetaan godhamuuf saaxila jedhee murteessee booda kuusaa aappii isaanii Hindii keessaa irraa aappicha balleessan.
The South African National Football team has arrived in Bahir Dar for FIFA 2022 World Cup Qualifiers match they have tomorrow with their Ethiopian counterpart.,Gareen biyyalessaa kubbaa miilaa Afrikaa kibbaa tapha calallii waancaa addunyaa FIFA 2022 Gita isaanii Itoophiyaa waliin qaban irratti boru hirmachuuf Baahirdaaar seenan.
"The premier highlighted in a statement posted on his Face-Book page on Sunday that with the launch of this year’s Green Legacy, “let us not think that the government is asking citizens to throw caution to the wind.”","Pirimiyeerin yaada fuula Face-Book isaa irratti jalqabbii Ashaaraa Magariisaa barichaa irratti Dilbata maxxanse irratti,"" kottaa mootummaan of eegannoo gara qilleensaatti erga jira jennee hin yaadnu"" jedheera"
